	3.29919434
11.10400009	3.29919434
11.10700035	3.29919434
11.10999966	3.29919434
11.11200047	3.29919434
11.11499977	3.29919434
11.11800003	3.29919434
11.12100029	3.29919434
11.12300014	3.29919434
11.12600040	3.29919434
11.12899971	3.29919434
11.13099957	3.29919434
11.13399982	3.29919434
11.13700008	3.29919434
11.14000034	3.29919434
11.14200020	3.29919434
11.14500046	3.29919434
11.14799976	3.29919434
11.15100002	3.29919434
11.15299988	3.29919434
11.15600014	3.29919434
11.15900040	3.29919434
11.16100025	3.29919434
11.16399956	3.29919434
11.16699982	3.29919434
11.17000008	3.29919434
11.17199993	3.29919434
11.17500019	3.29919434
11.17800045	3.29919434
11.18099976	3.29919434
11.18299961	3.29919434
11.18599987	3.29919434
11.18900013	3.29919434
11.19200039	3.29919434
11.19400024	3.29919434
11.19699955	3.29919434
11.19999981	3.29919434
11.20300007	3.29919434
11.20499992	3.29919434
11.20800018	3.29919434
11.21100044	3.29919434
11.21300030	3.29919434
11.21599960	3.29919434
11.21899986	3.29919434
11.22200012	3.29919434
11.22399998	3.29919434
11.22700024	3.29919434
11.22999954	3.29919434
11.23299980	3.29919434
11.23499966	3.29919434
11.23799992	3.29919434
11.24100018	3.29919434
11.24400043	3.29919434
11.24600029	3.29919434
11.24899960	3.29919434
11.25199986	3.29919434
11.25399971	3.29919434
11.25699997	3.29919434
11.26000023	3.29919434
11.26299953	3.29919434
11.26500034	3.29919434
11.26799965	3.29919434
11.27099991	3.29919434
11.27400017	3.29919434
11.27600002	3.29919434
11.27900028	3.29919434
11.28199959	3.29919434
11.28499985	3.29919434
11.28699970	3.29919434
11.28999996	3.29919434
11.29300022	3.29919434
11.29500008	3.29919434
11.29800034	3.29919434
11.30099964	3.29919434
11.30399990	3.29919434
11.30599976	3.29919434
11.30900002	3.29919434
11.31200027	3.29919434
11.31499958	3.29919434
11.31700039	3.29919434
11.31999969	3.29919434
11.32299995	3.29919434
11.32600021	3.29919434
11.32800007	3.29919434
11.33100033	3.29919434
11.33399963	3.29919434
11.33600044	3.29919434
11.33899975	3.29919434
11.34200001	3.29919434
11.34500027	3.29919434
11.34700012	3.29919434
11.35000038	3.29919434
11.35299969	3.29919434
11.35599995	3.29919434
11.35799980	3.29919434
11.36100006	3.29919434
11.36400032	3.29919434
11.36699963	3.29919434
11.36900043	3.29919434
11.37199974	3.29919434
11.37500000	3.29919434
11.37699986	3.29919434
11.38599968	3.29919434
11.38799953	3.29919434
11.39099979	3.29919434
11.38000011	3.29919434
11.38300037	3.29919434
11.39400005	3.29919434
11.39700031	3.29919434
11.39900017	3.29919434
11.40200043	3.29919434
11.40499973	3.29919434
11.40799999	3.29919434
11.40999985	3.29919434
11.41300011	3.29919434
11.41600037	3.29919434
11.41800022	3.29919434
11.42099953	3.29919434
11.42700005	3.29919434
11.42899990	3.29919434
11.43200016	3.29919434
11.43500042	3.29919434
11.43799973	3.29919434
11.43999958	3.29919434
11.44299984	3.29919434
11.44600010	3.29919434
11.45100021	3.29919434
11.45400047	3.29919434
11.45699978	3.29919434
11.45899963	3.29919434
11.46199989	3.29919434
11.42399979	3.29919434
11.46500015	3.29919434
11.46800041	3.29919434
11.44900036	3.29919434
11.47000027	3.29919434
11.47299957	3.29919434
11.48099995	3.29919434
11.48400021	3.29919434
11.48700047	3.29919434
11.48999977	3.29919434
11.49199963	3.29919434
11.47599983	3.29919434
11.47900009	3.29919434
11.49499989	3.29919434
11.49800014	3.29919434
11.50100040	3.29919434
11.50300026	3.29919434
11.50599957	3.29919434
11.50899982	3.29919434
11.51099968	3.29919434
11.51399994	3.29919434
11.51700020	3.29919434
11.52000046	3.29919434
11.52200031	3.29919434
11.52499962	3.29919434
11.52799988	3.29919434
11.53100014	3.29919434
11.53299999	3.29919434
11.53600025	3.29919434
11.53899956	3.29919434
11.54100037	3.29919434
11.54399967	3.29919434
11.54699993	3.29919434
11.55000019	3.29919434
11.55200005	3.29919434
11.55500031	3.29919434
11.55799961	3.29919434
11.56099987	3.29919434
11.56299973	3.29919434
11.56599998	3.29919434
11.56900024	3.29919434
11.57199955	3.29919434
11.57400036	3.29919434
11.57699966	3.29919434
11.57999992	3.29919434
11.58300018	3.29919434
11.58500004	3.29919434
11.58800030	3.29919434
11.59099960	3.29919434
11.59300041	3.29919434
11.59599972	3.29919434
11.59899998	3.29919434
11.60200024	3.29919434
11.60400009	3.29919434
11.60700035	3.29919434
11.60999966	3.29919434
11.61299992	3.29919434
11.61499977	3.29919434
11.61800003	3.29919434
11.62100029	3.29919434
11.62399960	3.29919434
11.62600040	3.29919434
11.62899971	3.29919434
11.63199997	3.29919434
11.63399982	3.29919434
11.63700008	3.29919434
11.64000034	3.29919434
11.64299965	3.29919434
11.64500046	3.29919434
11.64799976	3.29919434
11.65100002	3.29919434
11.65400028	3.29919434
11.65600014	3.29919434
11.65900040	3.29919434
11.66199970	3.29919434
11.66499996	3.29919434
11.66699982	3.29919434
11.67000008	3.29919434
11.67300034	3.29919434
11.67500019	3.29919434
11.67800045	3.29919434
11.68099976	3.29919434
11.68400002	3.29919434
11.68599987	3.29919434
11.68900013	3.29919434
11.69200039	3.29919434
11.69499969	3.29919434
11.69699955	3.29919434
11.69999981	3.29919434
11.70300007	3.29919434
11.70600033	3.29919434
11.70800018	3.29919434
11.71100044	3.29919434
11.71399975	3.29919434
11.71599960	3.29919434
11.71899986	3.29919434
11.72200012	3.29919434
11.72500038	3.29919434
11.72700024	3.29919434
11.72999954	3.29919434
11.73299980	3.29919434
11.73600006	3.29919434
11.73799992	3.29919434
11.74100018	3.29919434
11.74400043	3.29919434
11.74699974	3.29919434
11.74899960	3.29919434
11.75199986	3.29919434
11.75500011	3.29919434
11.75699997	3.29919434
11.76000023	3.29919434
11.76299953	3.29919434
11.76599979	3.29919434
11.76799965	3.29919434
11.77099991	3.29919434
11.77400017	3.29919434
11.77700043	3.29919434
11.77900028	3.29919434
11.78199959	3.29919434
11.78499985	3.29919434
11.78800011	3.29919434
11.78999996	3.29919434
11.79300022	3.29919434
11.79599953	3.29919434
11.79899979	3.29919434
11.80099964	3.29919434
11.80399990	3.29919434
11.80700016	3.29919434
11.80900002	3.29919434
11.81200027	3.29919434
11.81499958	3.29919434
11.81799984	3.29919434
11.81999969	3.29919434
11.82299995	3.29919434
11.82600021	3.29919434
11.82900047	3.29919434
11.83100033	3.29919434
11.83399963	3.29919434
11.83699989	3.29919434
11.84000015	3.29919434
11.84200001	3.29919434
11.84500027	3.29919434
11.84799957	3.29919434
11.85000038	3.29919434
11.85299969	3.29919434
11.85599995	3.29919434
11.85900021	3.29919434
11.86100006	3.29919434
11.86400032	3.29919434
11.86699963	3.29919434
11.86999989	3.29919434
11.87199974	3.29919434
11.87500000	3.29919434
11.87800026	3.29919434
11.88000011	3.29919434
11.88300037	3.29919434
11.88599968	3.29919434
11.88899994	3.29919434
11.89099979	3.29919434
11.89400005	3.29919434
11.89700031	3.29919434
11.89999962	3.29919434
11.90200043	3.29919434
11.90499973	3.29919434
11.90799999	3.29919434
11.91100025	3.29919434
11.91300011	3.29919434
11.91600037	3.29919434
11.91899967	3.29919434
11.92199993	3.29919434
11.92399979	3.29919434
11.92700005	3.29919434
11.93000031	3.29919434
11.93200016	3.29919434
11.93500042	3.29919434
11.93799973	3.29919434
11.94099998	3.29919434
11.94299984	3.29919434
11.94600010	3.29919434
11.94900036	3.29919434
11.95199966	3.29919434
11.95400047	3.29919434
11.95699978	3.29919434
11.96000004	3.29919434
11.96199989	3.29919434
11.96500015	3.29919434
11.96800041	3.29919434
11.97099972	3.29919434
11.97299957	3.29919434
11.97599983	3.29919434
11.97900009	3.29919434
11.98200035	3.29919434
11.98400021	3.29919434
11.98700047	3.29919434
11.98999977	3.29919434
11.99300003	3.29919434
11.99499989	3.29919434
11.99800014	3.29919434
12.00100040	3.29919434
12.00300026	3.29919434
12.00599957	3.29919434
12.00899982	3.29919434
12.01200008	3.29919434
12.01399994	3.29919434
12.01700020	3.29919434
12.02000046	3.29919434
12.02299976	3.29919434
12.02499962	3.29919434
12.02799988	3.29919434
